title,magnitude,date,time,cdi,mmi,alert,tsunami,sig,dmin,gap,depth,latitude,longitude,location,continent,country
M 6.7,6.7,13/10/2018,11:10:00 AM,0,3,green,1,691,2.705,17,461,52.8549,153.243,Ozernovskiy- Russia,Asia,Russia
M 6.5,6.5,10/10/2018,11:16:00 AM,0,4,green,1,650,3.923,14,20,49.2902,156.297,Severo-Kuril?sk- Russia,Asia,Russia
M 7.0,7,10/10/2018,8:48:00 AM,6,6,green,1,758,1.778,18,39,-5.7012,151.205,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,30/09/2018,10:52:00 AM,2,3,green,1,691,3.745,23,550,-18.3604,-178.063,Levuka- Fiji,Oceania,Fiji
M 7.5,7.5,28/09/2018,10:02:00 AM,8,8,red,0,2026,1.649,13,20,-0.2559,119.846,Palu- Indonesia,Asia,Indonesia
M 6.5,6.5,16/09/2018,9:11:00 PM,4,1,green,0,651,5.139,18,576,-25.415,178.199,the Fiji Islands,Oceania,Fiji
M 6.9,6.9,10/9/2018,4:19:00 AM,3,4,green,0,735,2.785,18,115,-31.7447,-179.373,Kermadec Islands region,Oceania,New Zealand
M 6.5,6.5,9/9/2018,7:31:00 AM,3,6,green,1,651,1.638,25,68,-10.0207,161.503,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 7.9,7.9,6/9/2018,3:49:00 AM,7,4,green,1,979,1.431,12,670.81,-18.4743,179.35,Levuka- Fiji,Oceania,Fiji
M 6.6,6.6,5/9/2018,6:07:00 AM,8,9,orange,1,1075,1.13,32,35,42.6861,141.929,Chitose- Japan,Asia,Japan
M 7.1,7.1,29/08/2018,3:51:00 AM,2,5,green,1,776,2.548,23,21.43,-22.0295,170.126,Tadine- New Caledonia,Oceania,New Caledonia
M 7.1,7.1,24/08/2018,9:04:00 AM,0,3,green,0,776,3.77,12,630,-11.0355,-70.8284,IĄapari- Peru,South America,Peru
M 6.5,6.5,21/08/2018,10:32:00 PM,6,7,green,1,652,4.797,10,9,-16.0315,168.143,Lakatoro- Vanuatu,Oceania,Vanuatu
M 7.3,7.3,21/08/2018,9:31:00 PM,8,6,yellow,1,1570,1.822,15,146.82,10.7731,-62.9019,Carúpano- Venezuela,South America,Venezuela
M 6.9,6.9,19/08/2018,2:56:00 PM,7,7,green,0,1206,2.453,31,21,-8.319,116.627,Labuan Lombok- Indonesia,Asia,Indonesia
M 8.2,8.2,19/08/2018,12:19:00 AM,5,4,green,1,1050,3.63,13,600,-18.1125,-178.153,Levuka- Fiji,Oceania,Fiji
M 6.5,6.5,17/08/2018,3:35:00 PM,5,3,green,0,743,2.719,23,529,-7.3718,119.802,Labuan Bajo- Indonesia,Asia,Indonesia
M 6.5,6.5,15/08/2018,9:56:00 PM,6,6,green,1,655,0.576,22,33.93,51.4234,-178.026,Adak- Alaska,North America,USA
M 6.9,6.9,5/8/2018,11:46:00 AM,9,8,orange,0,1704,2.271,15,34,-8.2581,116.438,Labuan Lombok- Indonesia,Asia,Indonesia
M 6.9,6.9,4/5/2018,10:32:00 AM,7,8,yellow,1,1392,0.11,210,5.81,19.3182,-155,Leilani Estates- Hawaii,Oceania,USA
M 6.8,6.8,2/4/2018,1:40:00 AM,5,3,green,0,733,5.32,16,559,-20.6588,-63.0058,Boyuibe- Bolivia,South America,Bolivia
M 6.9,6.9,29/03/2018,9:25:00 PM,9,6,green,1,741,1.487,18,35,-5.5321,151.5,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,26/03/2018,9:51:00 AM,5,6,green,1,696,1.507,15,40,-5.5024,151.402,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.8,6.8,8/3/2018,5:39:00 AM,6,6,green,1,719,1.049,16,22.86,-4.3762,153.2,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,6/3/2018,2:13:00 AM,8,7,green,1,697,5.457,19,20.49,-6.3043,142.612,Tari- Papua New Guinea,Oceania,Papua New Guinea
M 7.5,7.5,25/02/2018,5:44:00 PM,9,8,yellow,1,943,5.48,17,25.21,-6.0699,142.754,Tari- Papua New Guinea,Oceania,Papua New Guinea
M 7.2,7.2,16/02/2018,11:39:00 PM,7,7,yellow,1,1384,0.142,82,22,16.3855,-97.9787,Pinotepa de Don Luis- Mexico,North America,Mexico
M 7.9,7.9,23/01/2018,9:31:00 AM,9,4,green,1,1870,2.585,30,14.06,56.0039,-149.166,Chiniak- Alaska,North America,USA
M 7.1,7.1,14/01/2018,9:18:00 AM,9,7,green,1,1075,4.29,23,39,-15.7675,-74.7092,Atiquipa- Peru,South America,Peru
M 7.5,7.5,10/1/2018,2:51:00 AM,8,5,green,1,1623,4.581,12,19,17.4825,-83.52,Barra Patuca- Honduras,Central America,Honduras
M 6.5,6.5,15/12/2017,4:47:00 PM,8,7,green,0,998,2.365,28,90,-7.4921,108.174,Kawalu- Indonesia,Asia,Indonesia
M 6.5,6.5,13/12/2017,6:03:00 PM,1,5,green,1,651,17.654,23,17,-54.2189,2.1628,Bouvet Island region,Europe,Norway
M 7.0,7,19/11/2017,10:43:00 PM,4,6,green,1,771,0.617,14,10,-21.3246,168.671,Tadine- New Caledonia,Oceania,New Caledonia
M 6.6,6.6,19/11/2017,3:09:00 PM,4,5,green,1,676,0.529,21,13,-21.5027,168.598,Tadine- New Caledonia,Oceania,New Caledonia
M 6.5,6.5,13/11/2017,2:28:00 AM,8,8,yellow,1,1153,0.225,37,19.36,9.5147,-84.4865,Parrita- Costa Rica,Central America,Costa Rica
M 7.3,7.3,12/11/2017,6:18:00 AM,8,9,red,0,2790,0.284,33,19,34.9109,45.9592,?alabja- Iraq,Asia,Iran
M 6.5,6.5,7/11/2017,9:26:00 AM,6,5,green,1,661,4.449,10,110.57,-4.2433,143.485,Angoram- Papua New Guinea,Oceania,Papua New Guinea
M 6.8,6.8,4/11/2017,9:00:00 AM,5,5,green,1,727,4.852,21,10,-15.3197,-173.168,Hihifo- Tonga,Oceania,Tonga
M 6.6,6.6,1/11/2017,2:23:00 AM,3,5,green,1,674,0.788,29,22,-21.6484,168.859,Tadine- New Caledonia,Oceania,New Caledonia
M 6.7,6.7,31/10/2017,12:42:00 AM,3,4,green,1,691,1.062,55,24,-21.6971,169.148,Tadine- New Caledonia,Oceania,New Caledonia
M 6.7,6.7,24/10/2017,10:47:00 AM,3,3,green,0,694,1.634,16,553.81,-7.2168,123.074,Maumere- Indonesia,Asia,Indonesia
M 6.5,6.5,8/10/2017,10:34:00 AM,3,5,green,1,651,1.154,11,119,52.3909,176.769,Attu Station- Alaska,North America,USA
M 7.1,7.1,19/09/2017,6:14:00 PM,9,8,yellow,0,1686,0.984,23,48,18.5499,-98.4887,Matzaco- Mexico,North America,Mexico
M 8.2,8.2,8/9/2017,4:49:00 AM,9,7,red,1,2910,0.944,22,47.39,15.0222,-93.8993,Chiapas- Mexico,North America,Mexico
M 6.5,6.5,8/8/2017,1:19:00 AM,5,7,yellow,0,707,11.411,22,9,33.1926,103.855,Mawu- China,Asia,China
M 6.6,6.6,20/07/2017,10:31:00 PM,7,7,yellow,0,1064,0.913,16,7,36.9293,27.4139,Kos- Greece,Asia,Turkey
M 7.7,7.7,17/07/2017,11:34:00 PM,8,7,green,1,918,3.564,13,10,54.4434,168.857,Komandorskiye Ostrova- Russia region,Asia,Russia
M 6.6,6.6,11/7/2017,7:00:00 AM,5,4,green,1,704,3.773,37,10,-49.4837,164.016,Auckland Islands- New Zealand region,Oceania,New Zealand
M 6.5,6.5,6/7/2017,8:03:00 AM,9,8,yellow,1,740,4.139,30,9,11.1269,124.629,Lim-oo- Philippines,Asia,Philippines
M 6.8,6.8,22/06/2017,12:31:00 PM,6,6,yellow,1,1034,1.065,38,38.12,13.7174,-90.9718,Puerto San José- Guatemala,Central America,Guatemala
M 6.9,6.9,14/06/2017,7:29:00 AM,8,6,yellow,1,1188,0.247,35,93,14.9091,-92.0092,San Pablo- Guatemala,Central America,Guatemala
M 6.8,6.8,2/6/2017,10:24:00 AM,0,4,green,1,711,2.308,12,5,54.0312,170.92,Attu Station- Alaska,North America,USA
M 6.6,6.6,29/05/2017,2:35:00 PM,7,7,green,0,678,2.353,18,12,-1.2923,120.431,Poso- Indonesia,Asia,Indonesia
M 6.5,6.5,10/5/2017,11:23:00 AM,0,4,green,1,650,6.489,17,15,-56.414,-25.7432,South Sandwich Islands region,South America,South Georgia
M 6.8,6.8,9/5/2017,1:52:00 AM,6,5,green,1,713,7.495,19,169,-14.5884,167.377,Port-Olry- Vanuatu,Oceania,Vanuatu
M 6.9,6.9,28/04/2017,8:23:00 PM,9,6,green,1,814,1.636,14,26,5.5043,125.066,Burias- Philippines,Asia,Philippines
M 6.9,6.9,24/04/2017,9:38:00 PM,9,7,yellow,1,1642,0.356,39,28,-33.0375,-72.0617,Valparaíso- Chile,South America,Chile
M 6.5,6.5,3/4/2017,5:40:00 AM,7,8,green,0,1297,2.36,15,29,-22.6784,25.1558,Moijabana- Botswana,Africa,Botswana
M 6.6,6.6,29/03/2017,4:09:00 AM,6,7,yellow,1,671,4.591,14,17,56.9401,162.786,Ust?-Kamchatsk Staryy- Russia,Asia,Russia
M 6.9,6.9,24/02/2017,5:28:00 PM,2,3,green,1,733,6.012,19,414.5,-23.2593,-178.804,the Fiji Islands,Oceania,Fiji
M 6.5,6.5,21/02/2017,2:09:00 PM,3,3,green,0,653,4.242,14,595.98,-19.2814,-63.9047,Padilla- Bolivia,South America,Bolivia
M 6.5,6.5,10/2/2017,2:03:00 AM,8,7,yellow,1,718,2.822,36,15,9.9071,125.452,Mabua- Philippines,Asia,Philippines
M 7.9,7.9,22/01/2017,4:30:00 AM,9,7,yellow,1,987,3.625,9,135,-6.2464,155.172,Panguna- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,19/01/2017,11:04:00 PM,6,6,green,1,654,1.64,21,36,-10.3506,161.335,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 7.3,7.3,10/1/2017,6:13:00 AM,6,3,green,1,849,3.813,18,627.17,4.4782,122.617,Tabiauan- Philippines,Asia,Philippines
M 6.9,6.9,3/1/2017,9:52:00 AM,6,4,green,1,742,2.495,13,12,-19.3733,176.052,Nadi- Fiji,Oceania,Fiji
M 7.6,7.6,25/12/2016,2:22:00 PM,9,8,yellow,1,1152,0.355,29,38,-43.4064,-73.9413,Quellón- Chile,South America,Chile
M 6.7,6.7,21/12/2016,12:17:00 AM,5,5,green,0,726,3.38,17,152,-7.5082,127.921,Lospalos- Timor Leste,Oceania,Indonesia
M 7.9,7.9,17/12/2016,10:51:00 AM,9,7,yellow,1,972,1.389,13,94.54,-4.5049,153.522,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.9,6.9,9/12/2016,7:10:00 AM,8,6,green,1,737,1.747,26,19.73,-10.749,161.132,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.5,6.5,8/12/2016,9:56:00 AM,0,5,green,0,650,1.937,18,12.26,-10.8416,161.314,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 7.8,7.8,8/12/2016,5:38:00 AM,9,8,green,1,961,1.836,13,40,-10.6812,161.327,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,8/12/2016,2:49:00 AM,5,4,green,1,1120,1.405,55,8.45,40.4535,-126.194,Ferndale- California,North America,USA
M 6.5,6.5,6/12/2016,10:03:00 AM,9,8,yellow,0,731,0.778,27,13,5.2834,96.1678,Reuleuet- Indonesia,Asia,Indonesia
M 6.6,6.6,25/11/2016,2:24:00 PM,8,7,green,0,693,1.697,20,17,39.2732,73.9776,Murghob- Tajikistan,Asia,China
M 6.9,6.9,24/11/2016,6:43:00 PM,5,4,green,1,855,1.796,20,10,11.9097,-88.8968,Puerto El Triunfo- El Salvador,Central America,El Salvador
M 6.9,6.9,21/11/2016,8:59:00 PM,9,6,green,1,1144,0.671,10,9,37.3931,141.387,Namie- Japan,Asia,Japan
M 6.5,6.5,14/11/2016,12:34:00 AM,7,7,yellow,1,664,0.283,56,9,-42.6058,173.254,Amberley- New Zealand,Oceania,New Zealand
M 6.5,6.5,13/11/2016,11:32:00 AM,6,7,yellow,1,656,0.135,58,10,-42.3205,173.669,Blenheim- New Zealand,Oceania,New Zealand
M 7.8,7.8,13/11/2016,11:02:00 AM,9,9,orange,1,1545,0.481,21,15.11,-42.7373,173.054,Amberley- New Zealand,Oceania,New Zealand
M 6.6,6.6,30/10/2016,6:40:00 AM,9,8,red,0,2840,0.174,25,8,42.8621,13.0961,Preci- Italy,Europe,Italy
M 6.6,6.6,19/10/2016,12:26:00 AM,3,3,green,0,677,2.022,16,614,-4.8626,108.163,Pamanukan- Indonesia,Asia,Indonesia
M 6.8,6.8,17/10/2016,6:14:00 AM,3,6,green,1,716,3.727,11,42,-6.0033,148.887,Kandrian- Papua New Guinea,Oceania,Papua New Guinea
M 6.9,6.9,24/09/2016,9:28:00 PM,2,3,green,1,733,4.051,9,596.4,-19.7819,-178.244,Fiji region,Oceania,Fiji
M 7.0,7,1/9/2016,4:37:00 AM,5,6,green,1,897,0.698,21,19,-37.3586,179.146,Gisborne- New Zealand,Oceania,New Zealand
M 6.8,6.8,31/08/2016,3:11:00 AM,4,3,green,1,713,0.803,12,476,-3.6849,152.792,Rabaul- Papua New Guinea,Oceania,Papua New Guinea
M 6.8,6.8,24/08/2016,10:34:00 AM,6,6,yellow,0,981,1.802,17,82,20.9228,94.569,Chauk- Myanmar,Asia,Myanmar
M 7.2,7.2,12/8/2016,1:26:00 AM,6,5,green,1,799,4.823,14,16.37,-22.4765,173.117,the Loyalty Islands,Oceania,New Caledonia
M 7.7,7.7,29/07/2016,9:18:00 PM,5,6,green,1,971,3.294,14,196,18.5429,145.507,Pagan region- Northern Mariana Islands,Oceania,Philippines
M 6.6,6.6,1/6/2016,10:56:00 AM,4,6,green,0,671,2.435,16,50,-2.0967,100.665,Sungai Penuh- Indonesia,Asia,Indonesia
M 7.2,7.2,28/05/2016,9:46:00 AM,1,6,green,1,798,5.803,24,78,-56.2409,-26.9353,South Sandwich Islands region,South America,South Georgia
M 6.9,6.9,18/05/2016,4:46:00 PM,8,7,green,1,780,1.192,17,29.95,0.4947,-79.616,Rosa Zarate- Ecuador,South America,Ecuador
M 6.7,6.7,18/05/2016,7:57:00 AM,5,7,green,1,744,1.352,21,16,0.4261,-79.7899,Muisne- Ecuador,South America,Ecuador
M 7.0,7,28/04/2016,7:33:00 PM,7,7,green,1,755,0.616,14,24,-16.0429,167.379,Norsup- Vanuatu,Oceania,Vanuatu
M 7.8,7.8,16/04/2016,11:58:00 PM,9,9,orange,1,1163,1.44,15,20.59,0.3819,-79.9218,Muisne- Ecuador,South America,Ecuador
M 7.0,7,15/04/2016,4:25:00 PM,9,9,red,1,2074,0.349,32,10,32.7906,130.754,Kumamoto- Japan,Asia,Japan
M 6.9,6.9,13/04/2016,1:55:00 PM,6,6,yellow,0,903,3.001,14,136,23.0944,94.8654,Mawlaik- Myanmar,Asia,Myanmar
M 6.6,6.6,10/4/2016,10:28:00 AM,6,4,green,0,738,0.789,17,212,36.4725,71.1311,Ashk?sham- Afghanistan,Asia,Afghanistan
M 6.7,6.7,7/4/2016,3:32:00 AM,7,5,green,1,692,6.787,25,27.59,-13.9805,166.594,Sola- Vanuatu,Oceania,Vanuatu
M 6.7,6.7,6/4/2016,6:58:00 AM,7,6,green,1,691,6.697,19,24,-14.0683,166.624,Sola- Vanuatu,Oceania,Vanuatu
M 6.9,6.9,3/4/2016,8:23:00 AM,7,6,green,1,734,1.166,25,26,-14.3235,166.855,Port-Olry- Vanuatu,Oceania,Vanuatu
M 7.8,7.8,2/3/2016,12:49:00 PM,4,3,green,0,948,7.009,20,24,-4.9521,94.3299,Sumatra- Indonesia,Asia,Indonesia
M 7.2,7.2,30/01/2016,3:25:00 AM,3,7,green,1,799,0.958,17,177,53.9776,158.546,Mil?kovo- Russia,Asia,Russia
M 7.1,7.1,24/01/2016,10:30:00 AM,7,7,green,1,1496,0,0,125.6,59.6204,-153.339,Pedro Bay- Alaska,North America,USA
M 6.6,6.6,21/01/2016,6:06:00 PM,3,4,green,1,673,2.413,74,10,18.8239,-106.934,La Cruz de Loreto- Mexico,North America,Mexico
M 6.7,6.7,14/01/2016,3:25:00 AM,5,6,green,1,717,0.281,22,46,41.9723,142.781,Shizunai-furukawach?- Japan,Asia,Japan
M 6.5,6.5,11/1/2016,4:38:00 AM,3,6,green,1,651,3.144,22,13,3.8965,126.862,Sarangani- Philippines,Asia,Philippines
M 6.7,6.7,3/1/2016,11:05:00 AM,8,7,orange,0,1515,1.794,16,55,24.8036,93.6505,Imph?l- India,Asia,India
M 6.6,6.6,17/12/2015,7:49:00 PM,8,6,green,1,765,0.41,35,85,15.8015,-93.633,Manuel Ávila Camacho (Ponte Duro)- Mexico,North America,Mexico
M 6.9,6.9,9/12/2015,10:21:00 AM,8,5,green,0,738,2.979,14,21,-4.1064,129.508,Amahai- Indonesia,Asia,Indonesia
M 7.2,7.2,7/12/2015,7:50:00 AM,4,7,green,0,827,1.116,18,22,38.2107,72.7797,Murghob- Tajikistan,Asia,Tajikistan
M 6.7,6.7,26/11/2015,5:45:00 AM,2,3,green,0,691,2.033,19,602.75,-9.1825,-71.2574,Tarauacá- Brazil,South America,Brazil
M 7.6,7.6,24/11/2015,10:50:00 PM,5,4,green,0,896,2.852,10,620.56,-10.0598,-71.0184,IĄapari- Peru,South America,Peru
M 7.6,7.6,24/11/2015,10:45:00 PM,6,5,green,1,957,3.287,10,606.21,-10.5372,-70.9437,IĄapari- Peru,South America,Peru
M 6.8,6.8,18/11/2015,6:31:00 PM,5,6,green,1,715,1.599,19,12.59,-8.8994,158.422,Buala- Solomon Islands,Oceania,Solomon Islands
M 6.5,6.5,17/11/2015,7:10:00 AM,7,7,orange,0,1018,0,0,11,38.67,20.6,Lefkáda- Greece,Europe,Greece
M 6.7,6.7,13/11/2015,8:51:00 PM,5,4,green,0,702,1.444,17,12,31.0009,128.873,Makurazaki- Japan,Asia,Japan
M 6.9,6.9,11/11/2015,2:46:00 AM,5,6,green,0,744,0.821,43,10,-29.5097,-72.0585,Coquimbo- Chile,South America,Chile
M 6.9,6.9,11/11/2015,1:54:00 AM,6,6,green,1,761,0.784,32,12,-29.5067,-72.0068,Coquimbo- Chile,South America,Chile
M 6.6,6.6,8/11/2015,4:47:00 AM,7,4,green,0,675,2.792,31,10,6.8431,94.648,Nicobar Islands- India region,Asia,India
M 6.8,6.8,7/11/2015,7:31:00 AM,7,7,green,1,841,0.258,41,46,-30.8796,-71.4519,Ovalle- Chile,South America,Chile
M 6.5,6.5,4/11/2015,3:44:00 AM,5,7,green,0,657,1.53,21,20,-8.3381,124.875,Maubara- Timor Leste,Oceania,Indonesia
M 7.5,7.5,26/10/2015,9:09:00 AM,8,7,orange,0,1448,0.622,18,231,36.5244,70.3676,Hindu Kush region- Afghanistan,Asia,Afghanistan
M 7.1,7.1,20/10/2015,9:52:00 PM,6,6,green,1,780,0.592,11,135,-14.8595,167.303,Port-Olry- Vanuatu,Oceania,Vanuatu
M 6.6,6.6,24/09/2015,3:53:00 PM,7,7,green,0,671,2.486,13,18,-0.6212,131.262,Sorong- Indonesia,Asia,Indonesia
M 6.6,6.6,21/09/2015,5:40:00 PM,5,7,green,1,820,1.064,14,35,-31.7275,-71.3792,Illapel- Chile,South America,Chile
M 6.7,6.7,17/09/2015,4:10:00 AM,5,7,green,0,718,0.853,35,23,-31.5173,-71.804,Illapel- Chile,South America,Chile
M 6.5,6.5,17/09/2015,3:55:00 AM,6,7,green,0,657,0.749,62,27,-31.4244,-71.6876,Illapel- Chile,South America,Chile
M 7.0,7,16/09/2015,11:18:00 PM,8,7,green,0,799,0.903,13,28.41,-31.5622,-71.4262,Illapel- Chile,South America,Chile
M 8.3,8.3,16/09/2015,10:54:00 PM,9,8,orange,1,1960,0.684,19,22.44,-31.5729,-71.6744,Illapel- Chile,South America,Chile
M 6.7,6.7,13/09/2015,8:14:00 AM,5,5,green,1,708,1.256,123,10,24.913,-109.623,Topolobampo- Mexico,North America,Mexico
M 6.5,6.5,12/8/2015,6:49:00 AM,0,5,green,1,650,2.045,16,6.43,-9.3293,157.877,Gizo- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,10/8/2015,4:12:00 AM,3,5,green,1,671,1.872,20,22,-9.3438,158.053,Malango- Solomon Islands,Oceania,Solomon Islands
M 7.0,7,27/07/2015,9:41:00 PM,9,7,green,1,762,6.278,12,48,-2.6286,138.528,Abepura- Indonesia,Asia,Indonesia
M 6.9,6.9,27/07/2015,4:49:00 AM,4,7,green,1,734,0.444,39,29,52.376,-169.446,Fox Islands- Aleutian Islands- Alaska,North America,USA
M 7.0,7,18/07/2015,2:27:00 AM,8,6,green,1,759,5.205,22,11,-10.4012,165.141,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.5,6.5,16/07/2015,3:16:00 PM,4,4,green,1,686,1.218,20,20,13.8672,-58.5479,Bathsheba- Barbados,Central America,Barbados
M 6.7,6.7,10/7/2015,4:12:00 AM,4,5,green,1,691,1.529,11,12,-9.307,158.403,Malango- Solomon Islands,Oceania,Solomon Islands
M 6.5,6.5,23/06/2015,12:18:00 PM,3,4,green,0,652,2.277,11,460,27.7375,139.725,Bonin Islands- Japan region,Asia,Japan
M 7.8,7.8,30/05/2015,11:23:00 AM,6,3,green,1,1151,1.675,12,664,27.8386,140.493,Bonin Islands- Japan region,Asia,Japan
M 6.8,6.8,29/05/2015,7:00:00 AM,5,6,green,1,762,0,0,72.6,56.594,-156.43,Ugashik- Alaska,North America,USA
M 6.8,6.8,22/05/2015,11:59:00 PM,1,5,green,1,711,3.619,18,10,-11.1093,163.215,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.9,6.9,22/05/2015,9:45:00 PM,1,4,green,1,732,4.024,22,11.19,-11.0559,163.696,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.8,6.8,20/05/2015,10:48:00 PM,1,4,green,1,711,4.395,15,11,-10.8759,164.169,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.8,6.8,12/5/2015,9:12:00 AM,8,6,green,1,831,1.422,8,35,38.9056,142.032,?funato- Japan,Asia,Japan
M 7.3,7.3,12/5/2015,7:05:00 AM,8,7,orange,0,1563,0.677,11,15,27.8087,86.0655,Nepal,Asia,Nepal
M 7.1,7.1,7/5/2015,7:10:00 AM,1,6,green,1,776,3.835,11,10,-7.2175,154.557,Panguna- Papua New Guinea,Oceania,Papua New Guinea
M 7.5,7.5,5/5/2015,1:44:00 AM,7,8,green,1,869,1.295,22,55,-5.4624,151.875,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.8,6.8,1/5/2015,8:06:00 AM,5,6,green,1,714,1.074,23,44,-5.2005,151.777,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,30/04/2015,10:45:00 AM,5,6,green,1,692,1.239,12,31,-5.375,151.771,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
