title,magnitude,date,time,cdi,mmi,alert,tsunami,sig,dmin,gap,depth,latitude,longitude,location,continent,country
M 6.8,6.8,1/9/2006,10:18:00 AM,0,6,green,0,711,0,28.4,38,-6.759,155.512,Panguna- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,24/08/2006,9:50:00 PM,0,6,green,0,650,0,47.4,43,51.148,157.522,Ozernovskiy- Russia,Asia,Russia
M 6.8,6.8,7/8/2006,10:18:00 AM,5,5,green,0,713,0,26.2,150,-15.798,167.789,Norsup- Vanuatu,Oceania,Vanuatu
M 7.7,7.7,17/07/2006,8:19:00 AM,7,5,green,0,947,0,36.8,20,-9.284,107.419,Singaparna- Indonesia,Asia,Indonesia
M 6.5,6.5,28/05/2006,3:12:00 AM,0,6,green,0,650,0,20.3,34,-5.724,151.133,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,22/05/2006,11:12:00 AM,0,7,green,0,670,0,28,19,60.772,165.743,Tilichiki- Russia,Asia,Russia
M 6.8,6.8,16/05/2006,3:28:00 PM,4,5,green,0,719,0,16.3,12,0.093,97.05,Singkil- Indonesia,Asia,Indonesia
M 8.0,8,3/5/2006,3:26:00 AM,7,7,yellow,0,1013,0,20.7,55,-20.187,-174.123,Pangai- Tonga,Oceania,Tonga
M 8.0,8,3/5/2006,3:26:00 AM,8,9,yellow,0,1026,0,0,60.5,-19.99,-173.907,Pangai- Tonga,Oceania,Tonga
M 6.5,6.5,30/04/2006,9:40:00 PM,7,7,yellow,0,653,0,46.3,12,-27.211,-71.056,Copiapó- Chile,South America,Chile
M 6.7,6.7,30/04/2006,7:17:00 PM,6,7,yellow,0,696,0,25.6,12,-27.017,-71.022,Copiapó- Chile,South America,Chile
M 6.6,6.6,29/04/2006,4:58:00 PM,0,8,green,0,670,0,28.4,11,60.491,167.516,Tilichiki- Russia,Asia,Russia
M 7.6,7.6,20/04/2006,11:25:00 PM,0,8,green,0,889,0,18.5,22,60.949,167.089,Tilichiki- Russia,Asia,Russia
M 6.5,6.5,7/4/2006,8:30:00 AM,3,5,green,0,654,0,25.5,14,-16.527,176.989,Lautoka- Fiji,Oceania,Fiji
M 6.7,6.7,14/03/2006,6:57:00 AM,0,7,green,0,691,0,21.3,30.1,-3.595,127.214,Ambon- Indonesia,Asia,Indonesia
M 7.0,7,22/02/2006,10:19:00 PM,5,9,green,0,891,0,23.2,11,-21.324,33.583,Chipinge- Zimbabwe,Africa,Mozambique
M 6.7,6.7,8/1/2006,11:34:00 AM,7,6,green,0,934,0,19.7,66,36.311,23.212,Kýthira- Greece,Europe,Greece
M 6.6,6.6,4/1/2006,8:32:00 AM,7,6,green,0,703,0,48.2,14,28.164,-112.117,Bahía de Kino- Mexico,North America,Mexico
M 6.5,6.5,12/12/2005,9:47:00 AM,6,5,green,0,721,0,20.5,224.6,36.357,71.093,Ashk?sham- Afghanistan,Asia,Afghanistan
M 6.8,6.8,5/12/2005,12:19:00 PM,5,7,green,0,744,0,20,22,-6.224,29.83,Kalemie- Democratic Republic,Africa,Tanzania
M 6.5,6.5,2/12/2005,1:13:00 AM,4,5,green,0,683,0,48.8,29,38.089,142.122,Ishinomaki- Japan,Asia,Japan
M 6.5,6.5,19/11/2005,2:10:00 PM,3,6,green,0,651,0,20.7,21,2.164,96.786,Sinabang- Indonesia,Asia,Indonesia
M 6.8,6.8,17/11/2005,7:26:00 PM,0,6,green,0,711,0,30.1,147,-22.361,-67.895,San Pedro de Atacama- Chile,South America,Bolivia
M 7.6,7.6,8/10/2005,3:50:00 AM,9,9,orange,0,1267,0,21.1,26,34.539,73.588,Muzaffar?b?d- Pakistan,Asia,Pakistan
M 6.6,6.6,29/09/2005,3:50:00 PM,0,6,green,0,670,0,17.7,25,-5.437,151.84,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 7.5,7.5,26/09/2005,1:55:00 AM,8,7,yellow,0,1018,0,26.2,115,-5.678,-76.398,Yurimaguas- Peru,South America,Peru
M 7.6,7.6,9/9/2005,7:26:00 AM,5,7,green,0,891,0,20,90,-4.539,153.474,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 7.2,7.2,16/08/2005,2:46:00 AM,7,7,yellow,0,1104,0,19.6,36,38.276,142.039,Ishinomaki- Japan,Asia,Japan
M 7.2,7.2,24/07/2005,3:42:00 PM,4,5,green,0,808,0,26.4,16,7.92,92.19,Nicobar Islands- India region,Asia,India
M 6.7,6.7,5/7/2005,1:52:00 AM,3,6,green,0,693,0,22.3,21,1.819,97.082,Singkil- Indonesia,Asia,Indonesia
M 6.6,6.6,2/7/2005,2:16:00 AM,6,5,green,0,719,0,21.1,27,11.245,-86.172,San Juan del Sur- Nicaragua,Central America,Nicaragua
M 7.2,7.2,15/06/2005,2:50:00 AM,5,4,green,0,1318,0,31.4,16,41.292,-125.953,Big Lagoon- California,North America,USA
M 7.8,7.8,13/06/2005,10:44:00 PM,8,7,green,0,1020,0,16.1,115.6,-19.987,-69.197,Iquique- Chile,South America,Chile
M 6.9,6.9,19/05/2005,1:54:00 AM,5,7,green,0,740,0,26,30,1.989,97.041,Singkil- Indonesia,Asia,Indonesia
M 6.7,6.7,14/05/2005,5:05:00 AM,6,5,green,0,731,0,20.9,34,0.587,98.459,Padangsidempuan- Indonesia,Asia,Indonesia
M 6.5,6.5,10/4/2005,11:14:00 AM,3,6,green,0,657,0,21.2,30,-1.714,99.779,Padang- Indonesia,Asia,Indonesia
M 6.7,6.7,10/4/2005,10:29:00 AM,5,6,green,0,717,0,21.2,19,-1.644,99.607,Padang- Indonesia,Asia,Indonesia
M 8.6,8.6,28/03/2005,4:09:00 PM,0,8,green,0,1138,0,22.1,30,2.085,97.108,Singkil- Indonesia,Asia,Indonesia
M 6.6,6.6,20/03/2005,1:53:00 AM,8,7,orange,0,805,0,22.9,10,33.807,130.131,Maebaru-ch??- Japan,Asia,Japan
M 7.1,7.1,2/3/2005,10:42:00 AM,0,5,green,0,776,0,18.1,201.7,-6.527,129.933,Banda Sea,Asia,Indonesia
M 6.8,6.8,26/02/2005,12:56:00 PM,0,6,green,0,711,0,33.8,36,2.908,95.592,Sinabang- Indonesia,Asia,Indonesia
M 6.5,6.5,19/02/2005,12:04:00 AM,0,7,green,0,650,0,31.8,10,-5.562,122.129,Katabu- Indonesia,Asia,Indonesia
M 6.5,6.5,15/02/2005,2:42:00 PM,3,5,green,0,652,0,47.3,39.7,4.756,126.421,Pulau-Pulau Talaud- Indonesia,Asia,Indonesia
M 6.7,6.7,8/2/2005,2:48:00 AM,0,4,green,0,691,0,30.2,206.3,-14.252,167.259,Sola- Vanuatu,Oceania,Vanuatu
M 7.1,7.1,5/2/2005,12:23:00 PM,7,3,green,0,782,0,26.4,525,5.293,123.337,Palimbang- Philippines,Asia,Philippines
M 6.6,6.6,19/01/2005,6:11:00 AM,6,4,green,0,676,0,78.5,27.8,34.064,141.491,Katsuura- Japan,Asia,Japan
M 6.6,6.6,26/12/2004,9:20:00 AM,0,5,green,0,670,0,31.9,16.1,8.879,92.375,Nicobar Islands- India region,Asia,India
M 7.2,7.2,26/12/2004,4:21:00 AM,5,6,green,0,802,0,27.9,39.2,6.91,92.958,Sabang- Indonesia,Asia,Indonesia
M 9.1,9.1,26/12/2004,12:58:00 AM,0,8,green,0,1274,0,22,30,3.295,95.982,2004 Sumatra - Andaman Islands Earthquake,Asia,Indonesia
M 8.1,8.1,23/12/2004,2:59:00 PM,0,5,green,0,1009,0,59.3,10,-49.312,161.345,Macquarie Island,Oceania,New Zealand
M 6.8,6.8,14/12/2004,11:20:00 PM,5,6,green,0,858,0,21.8,10,18.958,-81.409,George Town- Cayman Islands,Central America,Cayman Islands
M 6.8,6.8,6/12/2004,2:15:00 AM,4,7,green,0,724,0,23.6,35,42.9,145.228,Nemuro- Japan,Asia,Japan
M 7.0,7,28/11/2004,6:32:00 PM,4,7,green,0,771,0,23.9,39,43.006,145.119,Nemuro- Japan,Asia,Japan
M 7.1,7.1,26/11/2004,2:25:00 AM,0,7,green,0,776,0,28.8,10,-3.609,135.404,Nabire- Indonesia,Asia,Indonesia
M 7.1,7.1,22/11/2004,8:26:00 PM,5,5,green,0,782,0,14.7,10,-46.676,164.721,Riverton- New Zealand,Oceania,New Zealand
M 7.2,7.2,15/11/2004,9:06:00 AM,8,8,yellow,0,820,0,50.2,15,4.695,-77.508,Pizarro- Colombia,South America,Colombia
M 7.5,7.5,11/11/2004,9:26:00 AM,5,7,green,0,870,0,33.8,10,-8.152,124.868,Maubara- Timor Leste,Oceania,Indonesia
M 6.7,6.7,11/11/2004,5:34:00 AM,0,6,green,0,691,0,21.5,10,-11.128,162.208,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.7,6.7,2/11/2004,10:02:00 AM,7,4,green,0,703,0,37.3,10,49.277,-128.772,Port McNeill- Canada,North America,Canada
M 6.6,6.6,22/11/2022,2:04:00 AM,0,8,green,0,670,0,37,16,37.226,138.779,Ojiya- Japan,Asia,Japan
M 6.7,6.7,18/11/2022,1:38:00 PM,5,6,green,0,705,0,24.7,94,24.53,122.694,Yonakuni- Japan,Asia,Japan
M 7.0,7,11/11/2022,10:48:00 AM,0,6,green,0,754,0,32.2,35,11.422,-86.665,Masachapa- Nicaragua,Central America,Nicaragua
M 6.5,6.5,9/11/2022,9:51:00 AM,5,5,green,0,665,0,18.3,105,13.925,120.534,Talisay- Philippines,Asia,Philippines
M 6.8,6.8,9/11/2022,9:38:00 AM,0,6,green,0,711,0,15.7,36,-10.951,162.161,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,20/10/2022,11:58:00 AM,0,4,green,0,670,0,29.8,10,33.205,137.227,Shing?- Japan,Asia,Japan
M 7.4,7.4,22/09/2022,6:17:00 AM,0,5,green,0,842,0,27.5,10,33.184,137.071,Shing?- Japan,Asia,Japan
M 7.2,7.2,19/09/2022,6:06:00 PM,0,5,green,0,798,0,28.4,14,33.07,136.618,Shing?- Japan,Asia,Japan
M 6.5,6.5,18/09/2022,6:45:00 AM,0,7,green,0,650,0,30.1,5,-35.173,-70.525,Teno- Chile,South America,Chile
M 6.5,6.5,17/09/2022,1:42:00 PM,0,7,green,0,650,0,39,13.4,-0.443,133.091,Manokwari- Indonesia,Asia,Indonesia
M 6.9,6.9,14/09/2022,11:05:00 AM,0,5,green,0,732,0,31.2,188.6,55.682,160.003,Atlasovo- Russia,Asia,Russia
M 6.6,6.6,12/8/2021,9:57:00 AM,0,7,green,0,670,0,46.9,21,-37.695,-73.406,CaĄete- Chile,South America,Chile
M 6.7,6.7,7/7/2021,3:02:00 AM,0,5,green,0,691,0,27.6,65.8,-9.362,122.839,Naisano Dua- Indonesia,Asia,Indonesia
M 6.5,6.5,14/08/2022,1:45:00 PM,0,4,green,0,650,0,29.9,228.4,-13.174,167.198,Sola- Vanuatu,Oceania,Vanuatu
M 6.6,6.6,27/07/2022,12:44:00 AM,0,4,green,0,670,0,18.3,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan
M 6.7,6.7,8/7/2022,12:55:00 PM,0,7,green,0,691,0,33.3,25.7,-3.665,135.339,Nabire- Indonesia,Asia,Indonesia
M 7.3,7.3,26/05/2022,12:03:00 PM,0,7,green,0,820,0,23,10,-4.003,135.023,Papua- Indonesia,Asia,Indonesia
M 7.0,7,10/6/2022,11:06:00 AM,0,7,green,0,754,0,33,16.6,-3.615,135.538,Nabire- Indonesia,Asia,Indonesia
M 6.7,6.7,21/04/2022,7:43:00 AM,0,6,green,0,691,0,42.5,17.4,-3.12,127.4,Ambon- Indonesia,Asia,Indonesia
M 7.3,7.3,31/03/2022,5:45:00 AM,0,4,green,0,820,0,46.6,10,-22.015,169.766,Tadine- New Caledonia,Oceania,New Caledonia
M 6.6,6.6,30/03/2022,8:57:00 PM,0,9,green,0,670,0,44.8,10,28.995,58.311,Bam- Iran,Asia,Iran
M 6.5,6.5,22/03/2022,5:42:00 PM,0,6,green,0,650,0,48.4,33,8.416,-82.824,Progreso- Panama,Central America,Panama
M 6.5,6.5,16/03/2022,2:37:00 PM,7,9,yellow,0,1390,0.04685,71,8.382,35.7005,-121.101,San Simeon- California,North America,USA
M 6.8,6.8,13/03/2022,9:10:00 PM,0,7,green,0,711,0,27.7,10,23.039,121.362,Yujing- Taiwan,Asia,Taiwan
M 6.6,6.6,2/4/2022,12:52:00 PM,0,6,green,0,670,0,25.1,35,-5.581,150.88,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,16/02/2022,8:22:00 PM,0,6,green,0,650,0,45.9,35,12.025,125.416,Can-Avid- Philippines,Asia,Philippines
M 6.6,6.6,3/3/2022,3:58:00 AM,0,5,green,0,670,0,26.2,113.7,-19.262,168.892,Isangel- Vanuatu,Oceania,Vanuatu
M 7.0,7,29/01/2022,2:47:00 AM,0,5,green,0,754,0,61.2,10,37.812,142.619,Ishinomaki- Japan,Asia,Japan
M 6.7,6.7,14/01/2022,9:06:00 AM,0,6,green,0,691,0,55.4,32,42.648,144.57,Kushiro- Japan,Asia,Japan
M 6.7,6.7,11/1/2022,12:39:00 PM,0,7,green,0,691,0,24.5,10,50.211,87.721,Aktash- Russia,Asia,Russia
M 6.5,6.5,11/1/2022,12:39:00 PM,0,5,green,0,650,0,71.3,25,42.45,144.38,Kushiro- Japan,Asia,Japan
M 7.3,7.3,11/1/2022,12:39:00 PM,0,7,green,0,820,0,24.5,16,50.038,87.813,Aktash- Russia,Asia,Russia
M 7.4,7.4,11/1/2022,11:35:00 AM,0,7,green,0,842,0,78.8,33,41.774,143.593,Shizunai-furukawach?- Japan,Asia,Japan
M 8.2,8.16,11/1/2022,11:35:00 AM,0,9,green,0,1024,0,0,27,41.815,143.91,Kushiro- Japan,Asia,Japan
M 6.6,6.6,11/1/2022,11:35:00 AM,0,7,green,0,670,0,24.7,10,19.917,95.672,Taungdwingyi- Myanmar,Asia,Myanmar
M 7.2,7.2,11/1/2022,1:07:00 AM,0,7,green,0,798,0,17.5,28,-45.104,167.144,Te Anau- New Zealand,Oceania,New Zealand
M 7.6,7.6,7/1/2022,5:45:00 AM,0,6,green,0,889,0,25.2,10,-60.532,-43.411,Scotia Sea,Europe,United Kingdom
M 6.5,6.5,29/12/2021,6:26:00 PM,0,6,green,0,650,0,31.4,33,-3.828,152.174,Rabaul- Papua New Guinea,Oceania,Papua New Guinea
M 6.8,6.8,14/12/2021,3:21:00 AM,0,7,green,0,711,0,39.1,33,-30.608,-71.637,Ovalle- Chile,South America,Chile
M 6.9,6.9,28/11/2021,10:53:00 AM,0,5,green,0,732,0,26.7,174.8,55.492,159.999,Atlasovo- Russia,Asia,Russia
M 6.6,6.6,10/11/2021,3:45:00 AM,0,6,green,0,670,0,27.8,33,-5.095,152.502,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 7.0,7,11/10/2021,9:10:00 AM,0,6,green,0,754,0,30.3,31,2.354,128.855,Tobelo- Indonesia,Asia,Indonesia
M 7.0,7,9/10/2021,10:58:00 AM,0,7,green,0,754,0,19.1,68,38.849,141.568,?funato- Japan,Asia,Japan
M 6.8,6.8,2/10/2021,6:29:00 AM,0,9,green,0,711,0,19.4,12,36.964,3.634,Dellys- Algeria,Africa,Algeria
M 6.5,6.5,22/09/2021,9:58:00 AM,0,7,green,0,650,0,28.7,33,-8.294,120.743,Ruteng- Indonesia,Asia,Indonesia
M 6.8,6.8,8/10/2021,1:47:00 AM,0,7,green,0,711,0,38.4,40.2,-4.694,153.238,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 7.6,7.6,22/08/2021,9:34:00 PM,0,7,green,0,889,0,0,24,18.77,-104.104,Cuyutlán- Mexico,North America,Mexico
M 6.5,6.5,22/08/2021,12:46:00 AM,0,6,green,0,650,0,0,24,13.626,-90.774,Puerto San José- Guatemala,Central America,Guatemala
M 7.3,7.3,18/08/2021,10:11:00 AM,0,6,green,0,820,0,0,33,-10.491,160.77,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.7,6.7,16/08/2021,11:11:00 AM,0,5,green,0,691,0,0,71.9,-5.311,153.701,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,14/08/2021,12:30:00 PM,0,6,green,0,691,0,0,34,-4.786,153.275,New Ireland region- Papua New Guinea,Oceania,Papua New Guinea
M 7.9,7.9,14/08/2021,11:57:00 AM,8,9,yellow,0,1750,0,0,4.2,63.5141,-147.453,Cantwell- Alaska,North America,USA
M 7.4,7.4,14/08/2021,11:57:00 AM,0,7,green,0,842,0,0,30,2.824,96.085,Sinabang- Indonesia,Asia,Indonesia
M 6.6,6.6,12/8/2021,6:35:00 AM,0,7,green,0,670,0,0,4.2,63.5144,-147.912,Cantwell- Alaska,North America,USA
M 6.7,6.7,12/8/2021,6:32:00 AM,0,7,green,0,691,0,0,10,-1.511,133.973,Manokwari- Indonesia,Asia,Indonesia
M 7.6,7.6,11/8/2021,5:46:00 AM,0,7,green,0,889,0,0,10,-1.757,134.297,Manokwari- Indonesia,Asia,Indonesia
M 6.5,6.5,29/07/2021,6:15:00 AM,0,6,green,0,650,0,0,21,13.036,93.068,Bamboo Flat- India,Asia,India
M 7.6,7.6,29/07/2021,6:15:00 AM,0,7,green,0,889,0,0,13,-3.302,142.945,Aitape- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,23/07/2021,8:49:00 PM,0,4,green,0,650,0,0,30,14.101,146.199,San Jose Village- Northern Mariana Islands,Oceania,Guam
M 6.5,6.5,21/07/2021,9:16:00 PM,0,7,green,0,650,0,0,10,7.929,-82.793,Punta de Burica- Panama,Central America,Panama
M 6.5,6.5,20/06/2021,5:06:00 PM,0,8,green,0,650,0,0,10,35.626,49.047,Abhar- Iran,Asia,Iran
M 6.6,6.6,21/05/2021,10:14:00 PM,0,7,green,0,670,0,0,54,-30.805,-71.124,Monte Patria- Chile,South America,Chile
M 6.7,6.7,21/05/2021,6:05:00 PM,0,5,green,0,691,0,0,33,-12.592,166.383,Sola- Vanuatu,Oceania,Vanuatu
M 7.1,7.1,14/05/2021,6:34:00 AM,0,7,green,0,776,0,0,85.7,13.088,144.619,Merizo Village- Guam,Oceania,USA
M 6.7,6.7,12/6/2021,2:05:00 AM,0,7,green,0,691,0,0,62,-27.535,-70.586,Copiapó- Chile,South America,Chile
M 6.8,6.8,25/04/2021,10:29:00 PM,0,6,green,0,711,0,0,24.9,16.985,-100.865,Nuxco- Mexico,North America,Mexico
M 7.1,7.1,24/04/2021,12:24:00 AM,0,6,green,0,776,0,0,32.8,24.279,122.179,Hualien City- Taiwan,Asia,Taiwan
M 6.5,6.5,20/03/2021,9:10:00 AM,0,5,green,0,650,0,0,125.1,-21.663,-68.329,Calama- Chile,South America,Chile
M 7.5,7.5,16/03/2021,6:39:00 PM,0,7,green,0,865,0,0,31,6.033,124.249,Mindanao- Philippines,Asia,Philippines
M 7.4,7.4,4/3/2021,11:12:00 AM,0,5,green,0,842,0,0,225.6,36.502,70.482,Jurm- Afghanistan,Asia,Afghanistan
M 6.6,6.6,4/3/2021,11:12:00 AM,0,6,green,0,670,0,0,39,-5.345,151.248,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,4/3/2021,11:12:00 AM,0,7,green,0,650,0,0,5,38.573,31.271,Sultanda??- Turkey,Asia,Turkey
M 6.7,6.7,4/3/2021,11:12:00 AM,0,8,green,0,691,0,0,11,-3.212,142.427,Aitape- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,13/02/2021,2:08:00 PM,0,6,green,0,670,0,0,10,-17.664,168.004,Port-Vila- Vanuatu,Oceania,Vanuatu
M 7.2,7.2,10/3/2021,1:19:00 AM,0,6,green,0,798,0,0,21,-17.6,167.856,Port-Vila- Vanuatu,Oceania,Vanuatu
M 6.8,6.8,23/01/2021,11:37:00 PM,0,7,green,0,711,0,0,16,-9.613,159.53,Malango- Solomon Islands,Oceania,Solomon Islands
M 6.8,6.8,21/01/2021,12:24:00 PM,0,5,green,0,711,0,0,14,23.954,122.734,Yonakuni- Japan,Asia,Japan
M 6.5,6.5,11/2/2021,9:32:00 AM,0,5,green,0,650,0,0,123.8,39.402,141.089,Hanamaki- Japan,Asia,Japan
M 7.8,7.8,27/12/2020,9:40:00 PM,0,9,green,0,936,0,0,10,35.946,90.541,Southern Qinghai- China,Asia,China
M 7.0,7,30/10/2020,11:52:00 AM,0,7,green,0,754,0,0,33,-5.912,150.196,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 7.5,7.5,19/10/2020,8:55:00 PM,0,6,green,0,865,0,0,33,-4.102,123.907,Kendari- Indonesia,Asia,Indonesia
M 7.0,7,1/8/2020,11:09:00 AM,0,6,green,0,754,0,0,37,12.686,144.98,Inarajan Village- Guam,Oceania,USA
M 6.5,6.5,1/7/2020,6:09:00 AM,0,6,green,0,650,0,0,33,-0.578,133.13,Manokwari- Indonesia,Asia,Indonesia
M 6.6,6.6,21/08/2020,4:10:00 AM,6,6,green,0,754,0,0,131.8,58.775,-154.701,Kokhanok- Alaska,North America,USA
M 6.5,6.5,18/08/2020,10:17:00 PM,0,8,green,0,650,0,0,10,39.059,24.244,Skýros- Greece,Europe,Greece
M 7.6,7.6,18/08/2020,10:11:00 PM,0,7,green,0,889,0,0,33,-17.543,-72.077,Punta de Bombón- Peru,South America,Peru
M 6.6,6.6,18/08/2020,12:04:00 AM,0,7,green,0,670,0,0,62,-16.086,-73.987,Achanizo- Peru,South America,Peru
M 6.7,6.7,22/07/2020,6:13:00 AM,0,6,green,0,691,0,0,24,-17.745,-71.649,Pacocha- Peru,South America,Peru
M 8.4,8.4,17/07/2020,2:51:00 AM,0,8,green,0,1086,0,0,33,-16.265,-73.641,Atico- Peru,South America,Peru
M 6.7,6.7,6/8/2020,10:54:00 AM,0,6,green,0,691,0,0,17,-7.41,155.865,Panguna- Papua New Guinea,Oceania,Solomon Islands
M 6.8,6.8,23/06/2020,3:30:00 PM,0,7,green,0,711,0,0,50,34.083,132.526,Kure- Japan,Asia,Japan
M 6.5,6.5,18/06/2020,12:50:00 PM,0,6,green,0,650,0,0,33,-4.029,128.02,Ambon- Indonesia,Asia,Indonesia
M 6.8,6.8,13/06/2020,3:52:00 PM,7,7,green,0,1441,0,31,51.798,47.149,-122.727,Longbranch- Washington,North America,USA
M 7.1,7.1,3/7/2020,7:35:00 AM,0,7,green,0,776,0,0,35,1.271,126.249,Ternate- Indonesia,Asia,Indonesia
M 7.4,7.4,15/05/2020,11:04:00 AM,0,6,green,0,842,0,0,36,-4.68,102.562,Bengkulu- Indonesia,Asia,Indonesia
M 6.6,6.6,12/5/2020,10:41:00 AM,0,8,green,0,670,0,0,10,13.671,-88.938,Cojutepeque- El Salvador,Central America,El Salvador
M 7.7,7.7,6/5/2020,1:53:00 AM,0,9,green,0,912,0,0,16,23.419,70.232,Bhach?u- India,Asia,India
M 6.9,6.9,2/5/2020,12:51:00 PM,0,6,green,0,732,0,0,28,-4.022,101.776,Bengkulu- Indonesia,Asia,Indonesia
M 7.7,7.7,31/03/2020,11:53:00 PM,0,8,green,0,912,0,0,60,13.049,-88.66,Puerto El Triunfo- El Salvador,Central America,El Salvador
M 6.9,6.9,25/03/2020,2:50:00 AM,5,7,green,0,745,0,0,36.4,56.7744,-153.281,Old Harbor- Alaska,North America,USA
M 7.1,7.1,13/02/2020,10:34:00 AM,0,7,green,0,776,0,0,103,-14.928,167.17,Port-Olry- Vanuatu,Oceania,Vanuatu
M 6.8,6.8,28/01/2020,7:11:00 PM,0,5,green,0,711,0,0,33,6.631,126.899,Mindanao- Philippines,Asia,Philippines
M 7.5,7.5,24/01/2020,5:56:00 PM,0,7,green,0,865,0,0,33,6.898,126.579,Lukatan- Philippines,Asia,Philippines
